LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	COMMENTAIRES / intégration métadonnées
A01N01_Abi_KIT_02311	02310	KITCHEN	Abigail 	A01N01	Vous êtes ici parce que je vous laisse le bénéfice du doute, et que mes parents, dans ma situation, n’auraient pas failli à leur devoir d’hospitalité.	You are here because I leave you the benefit of the doubt, and that my parents, in my situation, would never have failed their duty of hospitality.	Done
A01N01_Abi_KIT_02312	02310	KITCHEN	Abigail 	A01N01	Mais ne me demandez pas plus que ce que je suis prête à donner.	That said, do not ask me for more than I am ready to give.	Done
A01N01_Oph_KIT_02320	02320	KITCHEN	Ophélie 	A01N01	 Je comprends. Je-Je n’ai pas de mauvaise intention. Je souhaite simplement mieux connaître ma fa-famille.	I understand. I d-don’t have any b-bad intention. I only wish to know my f-family better.	Done
A01N01_Abi_KIT_02330	02330	KITCHEN	Abigail 	A01N01	 Prétendue famille. Nous ne savons pas.	Alleged family. We don’t know.	Done
A01N01_Oph_KIT_02340	02340	KITCHEN	Ophélie 	A01N01	 Je-je ne pense pas que mon p-père m’aurait menti… Pourquoi m’aurait-il fait venir jusqu’ici ? Ce serait une bl-blague de bien mauvais goût.	I d-don’t think my f-father would have lied to me… Why would he s-send me here? If it’s a p-prank, it’s a v-very d-distasteful one.	Done
A01N01_Abi_KIT_02350	02350	KITCHEN	Abigail 	A01N01	 Je ne connais pas votre père.	Well, I don’t know your father.	Done
A01N01_NAR_KIT_02360	02360	KITCHEN	NARRATEUR 	A01N01	 Un temps, un silence, le bruit d’une tasse reposée sur la table.	Silence. I hear a cup being put down.	Done
A01N01_Oph_KIT_02370	02370	KITCHEN	Ophélie 	A01N01	 Je me demande comment ça aurait été, de g-grandir ici.	I wonder how it would have b-been, to g-g-grow up here.	Done
A01N01_Abi_KIT_02380	02380	KITCHEN	Abigail 	A01N01	 Je ne peux imaginer le contraire.	I can’t imagine growing anywhere else.	Done
A01N01_Oph_KIT_02390	02390	KITCHEN	Ophélie 	A01N01	 Vous êtes née ici ?	Were you b-born here?	Done
A01N01_Abi_KIT_02400	02400	KITCHEN	Abigail 	A01N01	 J’y ai passé toute ma vie.	I spent all my life here.	Done
A01N01_Oph_KIT_02410	02410	KITCHEN	Ophélie 	A01N01	 Et vous n’avez jamais voulu partir ?	And you n-never wanted to leave?	Done
A01N01_Abi_KIT_02420	02420	KITCHEN	Abigail 	A01N01	 Jamais. Pourquoi partir ?	Never. Why would I?	Done
A01N01_Abi_KIT_02421	02420	KITCHEN	Abigail 	A01N01	Tout ce qui m’est cher est ici.	Everything I care about is here.	Done
A01N01_Abi_KIT_02422	02420	KITCHEN	Abigail 	A01N01	J’aime la vue de ma fenêtre, j’aime le grincement du portail, j’aime l’écart des marches des escaliers, j’aime les tapisseries au mur, j’aime les énergies qui circulent, rendues plus fortes par des générations et des générations de Castheran…	I love the view from my window, I love the grinding noise of the gate, I love the exact size of the stairs’ steps, I love the tapestries. I love the flow of energy, stronger and stronger with each generation of Castheran…	Done
A01N01_Abi_KIT_02423	02420	KITCHEN	Abigail 	A01N01	J’aime ce que tout cet endroit représente. Je me sens à ma place ici.	I love everything this place represents. I’m at home here.	Done
A01N01_Kim_BLA_02430	02430	BLACK_SCREEN	Kim 	A01N01	 Retourner dans la chambre	Go back to your room	Done
A01N01_NAR_BLA_02440	02440	BLACK_SCREEN	NARRATEUR 	A01N01	 Je décide de ne pas les déranger ; tant pis pour le verre d’eau, je survivrai sans.	I’d rather not disturb them; I’ll survive without water.	Done
A01N01_NAR_BLA_02450	02450	BLACK_SCREEN	NARRATEUR 	A01N01	 Une fois couché#e||•e#, je me sens immédiatement emmitouflé#e||•e# dans mon cocon, à l’abri, bienvenu#e||•e#. Mon arrivée s’est relativement bien passée. Certes, les circonstances ne sont pas des plus joyeuses, mais au lieu de ne retrouver qu’Abigail et Hippolyte, je retrouvais aussi Ernest, Léontine même si elle reste bougonne, et la mystérieuse Ophélie. Je ne sais pas encore quoi penser d’elle… mais c’est une question à laquelle je répondrai demain. Mieux vaut être bien reposé#e||•e# avant de devoir faire mon choix.	Once in bed, I immediately feel muffled in a warm, safe and welcoming cocoon. Everything is going relatively well. The circumstances aren’t the happiest, that’s true, but instead of seeing only Abigail and Hippolyte again, I also get to talk with Ernest, the grouchy Léontine, and the mysterious Ophélie. I don’t know what to think of her yet… but that’s a question I’ll answer tomorrow. I’d rather be well-rested before I have to take a choice.	Done
A01N01_NAR_BLA_02460	02460	BLACK_SCREEN	NARRATEUR 	A01N01	 Au matin, je me réveille au son d’une vieille pendule qui sonne à chaque heure. Etrangement, je ne l’ai pas entendue de la nuit, mais à sept heures pétantes, c’est comme si chaque gong  se répercute deux fois plus fort dans mon crâne. Je ne peux pas l’ignorer ; c’est le Manoir lui-même qui me somme de me mettre à ma tâche. Je me prépare rapidement ; Geoffroy vient bientôt me demander ce que je souhaite pour le petit déjeuner. Une fois prêt#e||•e#, je descends dans le hall d’entrée.	In the morning, I wake up at the sound of an old clock that strikes every hour. Weirdly, I haven’t heard it all night, but at seven o’clock, I feel like each gong resonates twice as strong in my head. I can’t ignore it; the Manor itself compels me to get on with my task. I get ready pretty fast; Geoffroy soon comes to ask me what I want to eat for breakfast and I go down to the main hall.	Done
A01N01_NAR_BLA_02470	02470	BLACK_SCREEN	NARRATEUR 	A01N01	 La journée allait être bien remplie…	It’s going to be a long day…	Done
