LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	INTEGRATION DES METADONNEES
A01N02_Geo_LIV_02310	02310	LIVINGROOM	Geoffroy 	A01N02	 Oh, #Mme|M.|Mx# Luong…	Oh, #Mrs.|Mr.|Mx.# Luong…	Done
A01N02_NAR_LIV_02320	02320	LIVINGROOM	NARRATEUR 	A01N02	 Il sait que je sais. Il ne peut pas cacher le couteau à la fois d’Ernest et de moi.	He knows I know. He can’t hide the knife from me and him at the same time.	Done
A01N02_Kim_LIV_02330	02330	LIVINGROOM	Kim 	A01N02	 Geoffroy, s’il vous plait, j’ai besoin de m’entretenir sur le champ avec vous. C’est à propos de l’héritage. Je pense que vous serez rassuré.	Geoffroy, please, I need to talk to you about an urgent matter. It’s about the inheritance. I think you’ll feel reassured.	Done
A01N02_NAR_LIV_02340	02340	LIVINGROOM	NARRATEUR 	A01N02	 Il hésite, me scrutant pour deviner ce que je compte lui dire. Finalement, il acquiesce doucement.	He hesitates, scrutinizing me to guess at what I mean to say. Finally, he nods.	Done
A01N02_Kim_LIV_02350	02350	LIVINGROOM	Kim 	A01N02	 Ernest, peux-tu nous laisser quelques instants ?	Ernest, can you leave us a minute?	Done
A01N02_Ern_LIV_02360	02360	LIVINGROOM	Ernest 	A01N02	 Ah, euh, oui, bien sûr.	Ah, um, yes, of course.	Done
A01N02_NAR_LIV_02370	02370	LIVINGROOM	NARRATEUR 	A01N02	 Il a l’air perplexe… Autant qu’il le reste.	He seems puzzled… He might as well stay so.	Done
A01N02_NAR_LIV_02380	02380	LIVINGROOM	NARRATEUR 	A01N02	 Et Geoffroy… Si gêné.	And Geoffroy is so nervous.	Done
A01N02_Kim_LIV_02390	02390	LIVINGROOM	Kim 	A01N02	 Je ne suis pas sûr de croire ce que je viens de voir.	I’m not sure I believe what I just saw.	Done
A01N02_Geo_LIV_02400	02400	LIVINGROOM	Geoffroy 	A01N02	 Et pourtant.	And yet.	Done
A01N02_Kim_LIV_02410	02410	LIVINGROOM	Kim 	A01N02	 Vous l’auriez tué ?	You would have killed him?	Done
A01N02_Geo_LIV_02420	02420	LIVINGROOM	Geoffroy 	A01N02	 Sans l’ombre d’un regret. Comprenez, #Mme|M.|Mx# Luong… J’ai passé ma vie à servir les Castheran. Je ne peux pas supporter l’idée que ce petit cafard blesse Mme Castheran et récupère les droits sur le Manoir. Je préfère encore la prison.	Without the shadow of a doubt. You must understand, #Mrs.|Mr.|Mx.# Luong… I spent my whole life assisting the Castheran. I can’t stand the thought of this little cockroach hurting Mrs. Castheran and getting the rights on the Manor. I’d rather go to jail.	Done
A01N02_Kim_LIV_02430	02430	LIVINGROOM	Kim 	A01N02	 Comment ça, récupérer les droits ?	What do you mean, getting the rights on the Manor?	Done
A01N02_Geo_LIV_02440	02440	LIVINGROOM	Geoffroy 	A01N02	 Vous n’avez toujours pas compris ? M. Briant est après l’héritage, sous les ordres de Désirée.	Haven’t you found out yet? Mr. Briant is after the inheritance, under the orders of Désirée.	Done
A01N02_Kim_LIV_02450	02450	LIVINGROOM	Kim 	A01N02	 C’est donc ça…	So that’s what it was…	Done
A01N02_Geo_LIV_02460	02460	LIVINGROOM	Geoffroy 	A01N02	 Je ne laisserai pas une telle chose arriver. Vous ne pourrez pas m’en empêcher.	I can’t let such a thing happen. You cannot stop me.	Done
A01N02_NAR_LIV_02470	02470	LIVINGROOM	NARRATEUR 	A01N02	 Comment le convaincre de ne pas commettre ce meurtre ?	How can I convince him not to murder him?	Done
A01N02_NAR_LIV_02480	02480	LIVINGROOM	NARRATEUR 	A01N02	 Il va falloir que je fasse attention à ce que je dis…	I need to be careful of what I say…	Done
A01N02_Kim_LIV_02490	02490	LIVINGROOM	Kim 	A01N02	 Moi pas, Célestia oui.	I can’t, but Célestia can.	Done
A01N02_NAR_LIV_02500	02500	LIVINGROOM	NARRATEUR 	A01N02	 Il lève les sourcils, amusé par ma certitude, mais répond pourtant lentement et prudemment.	He frowns, amused by my certainty, but answers slowly and carefully.	Done
A01N02_Geo_LIV_02510	02510	LIVINGROOM	Geoffroy 	A01N02	 Feu-Mme Castheran est morte. Que pourrait-elle faire ?	What could the late Mrs. Castheran still do?	Done
A01N02_Kim_LIV_02520	02520	LIVINGROOM	Kim 	A01N02	 Sa volonté était très claire. Dans sa lettre, elle dit explicitement qu’elle ne veut pas qu’une tragédie salisse ce Manoir. Serez-vous prêt à lui désobéir à ce point ?	Her will was very clear. In her letter, she explicitely says she doesn’t want any tragedies to soil this manor. Would you be ready to disobey her so badly?	Done
A01N02_NAR_LIV_02530	02530	LIVINGROOM	NARRATEUR 	A01N02	 Il tousse pour se redonner contenance.	He coughs, trying to keep his composure.	Done
A01N02_Geo_LIV_02540	02540	LIVINGROOM	Geoffroy 	A01N02	 C’est vrai que… J’irai à l’encontre de… Mais…	That’s true… I’d go against her wishes… But…	Done
A01N02_Kim_LIV_02550	02550	LIVINGROOM	Kim 	A01N02	 Vous avez travaillé des dizaines d’années à son service, tout ça pour la trahir après sa mort ?	You worked decades for her, only to betray her after her death?	Done
A01N02_NAR_LIV_02560	02560	LIVINGROOM	NARRATEUR 	A01N02	 Il baisse les yeux, visiblement gêné. Ai-je fais mouche ?	His gaze lowers. Did I get this right?	Done
A01N02_Kim_LIV_02570	02570	LIVINGROOM	Kim 	A01N02	 Vous pouvez me faire confiance.	You can trust me.	Done
A01N02_Kim_LIV_02580	02580	LIVINGROOM	Kim 	A01N02	 Je ferai mon choix ce soir. Laissez-moi faire. Laissez Ernest. Si vous n’êtes pas satisfait de ma décision lorsque je la donnerai, vous serez libre de faire ce que vous souhaitez, mais promettez-moi de ne rien faire d’irrémédiable avant ce soir.	I’ll make my choice tonight. Let me handle things. Leave Ernest alone. If you’re not satisfied with my decision when I’ll give it, you are free to do as you wish, but promise me to wait until tonight.	Done
A01N02_Geo_LIV_02590	02590	LIVINGROOM	Geoffroy 	A01N02	 Je ne vous promets rien du tout, #Mme|M.|Mx# Luong. J’ai entendu les manigances que vous tolérez. Vous pourriez trouver tellement de plans, en une journée, pour m’empêcher de protéger Mme Castheran.	I will not promise anything, #Mrs.|Mr.|Mx.# Luong. I’ve heard you scheming with him. You could plot so much, in a day, to prevent me from protecting Mrs. Castheran.	Done
A01N02_NAR_LIV_02600	02600	LIVINGROOM	NARRATEUR 	A01N02	 Aïe… Je n’arrive pas à le convaincre !	Outch… I can’t convince him!	Done
A01N02_Kim_LIV_02610	02610	LIVINGROOM	Kim 	A01N02	 Vous êtes très attaché aux Castheran.	You’re very attached to the Castheran.	Done
A01N02_Geo_LIV_02620	02620	LIVINGROOM	Geoffroy 	A01N02	 Je suis prêt à tout pour eux.	I’m ready to do anything for them.	Done
A01N02_Kim_LIV_02630	02630	LIVINGROOM	Kim 	A01N02	 Mais les Castheran m’ont demandé de régler cette affaire. Pas à vous. A moi. N’allez-vous pas contre sa volonté en ne me laissant pas faire ce qu’ils m’ont demandé ?	But the Castheran asked me to deal with the inheritance. Not you. Me. Aren’t you going against their will if you do not let me do as they asked?	Done
A01N02_Geo_LIV_02640	02640	LIVINGROOM	Geoffroy 	A01N02	 Après ce que j’ai entendu, je n’ai pas confiance en vous.	After what I’ve heard, I do not trust you anymore.	Done
A01N02_Kim_LIV_02650	02650	LIVINGROOM	Kim 	A01N02	 Mais c’est la confiance que les Castheran ont mis en moi que vous remettez en cause.	But it is the trust the Castheran have for me that you are questioning.	Done
A01N02_Geo_LIV_02660	02660	LIVINGROOM	Geoffroy 	A01N02	 C’est malheureusement vrai.	That’s unfortunately true.	Done
A01N02_NAR_LIV_02670	02670	LIVINGROOM	NARRATEUR 	A01N02	 Est-ce que ça compte pour quelque chose ? Il se sent clairement piégé par la situation, entre son manque de confiance pour moi, et l’importance qu’il donne à bien faire son travail…	Does that count for anything? He clearly feels trapped by the situation, between his lack of trust for me and the importance of serving this family well…	Done
A01N02_Kim_LIV_02680	02680	LIVINGROOM	Kim 	A01N02	 Ernest n’est pas si mauvais.	Ernest isn’t that bad.	Done
A01N02_Kim_LIV_02690	02690	LIVINGROOM	Kim 	A01N02	 Quoique vous pensiez de ses plans, il ne mérite pas la mort.	Whatever you think of his plans, he doesn’t deserve to die.	Done
A01N02_Geo_LIV_02700	02700	LIVINGROOM	Geoffroy 	A01N02	 Et pourquoi seriez-vous plus à même que moi à décider de ce qu’il mérite ?	And why would you be in a better position than me to decide what he deserves?	Done
A01N02_Kim_LIV_02710	02710	LIVINGROOM	Kim 	A01N02	 Ce n’est pas moi. La justice…	It’s not I. Justice…	Done
A01N02_Geo_LIV_02720	02720	LIVINGROOM	Geoffroy 	A01N02	 La justice fait mal son travail. Si elle ne protège pas les victimes, à nous de le faire nous-mêmes.	Justice doesn’t do the work well. Laws do not protect the victims good enough. I shall do it myself.	Done
A01N02_Kim_LIV_02730	02730	LIVINGROOM	Kim 	A01N02	 Il y a une différence entre protéger Abigail et tuer Ernest !	There’s a big difference between protecting Abigail and killing Ernest!	Done
A01N02_Geo_LIV_02740	02740	LIVINGROOM	Geoffroy 	A01N02	 Et une autre avec s’allier avec lui. Non, décidément, je ne vois pas pourquoi votre avis pèserait plus que le mien.	And another one with becoming his ally. No, really, I don’t see why your point of view should weight more than mine.	Done
A01N02_NAR_LIV_02750	02750	LIVINGROOM	NARRATEUR 	A01N02	 Il est effrayant.	He is scary.	Done
A01N02_Geo_LIV_02760	02760	LIVINGROOM	Geoffroy 	A01N02	 C’est assez de vouloir me raisonner. Je suis sûr de moi.	Enough trying to reason with me. I’m sure of myself.	Done
A01N02_NAR_LIV_02770	02770	LIVINGROOM	NARRATEUR 	A01N02	 Il s’approche de la porte du salon, l’ouvre.	He opens the door of the sitting room.	Done
A01N02_Geo_LIV_02780	02780	LIVINGROOM	Geoffroy 	A01N02	 M. Briant ? Pourriez-vous revenir ?	Mr. Briant? Could you please come back?	Done
A01N02_Ern_LIV_02790	02790	LIVINGROOM	Ernest 	A01N02	 Bien sûr !	Of course!	Done
A01N02_NAR_LIV_02800	02800	LIVINGROOM	NARRATEUR 	A01N02	 Comprenant enfin ce que Geoffroy a en tête, je cours vers l’entrée. Trop tard. Ernest a à peine passer la porte qu’il se prend un coup de couteau.	As I understand what he means to do, I run towards the entrance. Too late. Ernest passes the door and already the knife strikes.	Done
A01N02_NAR_LIV_02810	02810	LIVINGROOM	NARRATEUR 	A01N02	 Geoffroy lève alors la tête et regarde nerveusement autour de lui. Mes mots ont-ils enfin de l’effet ?	Geoffroy’s head springs up, and he looks nervously around him. Did my words reach him?	Done
A01N02_Geo_LIV_02820	02820	LIVINGROOM	Geoffroy 	A01N02	 Vous avez entendu ?	Did you hear?	Done
A01N02_Kim_LIV_02830	02830	LIVINGROOM	Kim 	A01N02	 ?	?	Done
A01N02_Geo_LIV_02840	02840	LIVINGROOM	Geoffroy 	A01N02	 La musique…	The music…	Done
A01N02_NAR_LIV_02850	02850	LIVINGROOM	NARRATEUR 	A01N02	 Je tends l’oreille, mais je n’entends rien. Geoffroy secoue la tête et semble reprendre ses esprits.	I listen, but I can’t hear anything out of the ordinary. Geoffroy shakes his head and comes back to his senses.	Done
A01N02_Geo_LIV_02860	02860	LIVINGROOM	Geoffroy 	A01N02	 Ecoutez, vous avez raison – je n’ai pas de raison d’agir maintenant. Notre très chère feu-Mme Castheran vous a fait entièrement confiance, et je dois me plier à ses directives.	Listen, you’re right – I don’t have any reason to act now. Our dear late Mrs. Castheran trusted you entirely, and I have to fold to her orders.	Done
A01N02_NAR_LIV_02870	02870	LIVINGROOM	NARRATEUR 	A01N02	 Je soupire de soulagement. Un bain de sang évité… Si j’avais su que j’en arriverai là ! En tout cas, quoique je fasse, je ne peux plus envisager d’aider Geoffroy à recevoir le Manoir, contrat de travail ou non. Il est quand même prêt à assassiner un autre humain…	I sigh of relief. I just avoided a bloodbath… If I’d known things could get so far! Anyway, whatever I do, I can’t consider Geoffroy as an heir anymore. He was ready to kill another human being.	Done
A01N02_Geo_LIV_02880	02880	LIVINGROOM	Geoffroy 	A01N02	 Je vais retourner à mes occupations, en commençant par ranger ce couteau. Ne vous inquiétez pas pour M. Briant § il ne lui arrivera rien, en tout cas pas par ma faute.	I shall go back to my work. I’ll start by putting this knife away. Do not worry for Mr. Briant§ nothing will happen by my doings.	Done
A01N02_Kim_LIV_02890	02890	LIVINGROOM	Kim 	A01N02	 Appeler Ernest	Call Ernest	Done
A01N02_Kim_LIV_02900	02900	LIVINGROOM	Kim 	A01N02	 Ernest !	Ernest!	Done
A01N02_NAR_LIV_02910	02910	LIVINGROOM	NARRATEUR 	A01N02	 Ernest tourne la tête vers moi. Devant lui, Geoffroy sursaute. Il jette un rapide coup d’œil vers moi.	Ernest turns his head towards me. In front of him, Geoffroy starts. He takes a peep at me.	Done
A01N02_Geo_LIV_02920	02920	LIVINGROOM	Geoffroy 	A01N02	 Vous ne m’arrêterez pas.	You won’t stop me.	Done
A01N02_NAR_LIV_02930	02930	LIVINGROOM	NARRATEUR 	A01N02	 Il lève son couteau. Je me souviens, un peu tard, de sa promesse funèbre § celle de me faire regretter tout nouveau signe d’amitié envers Ernest.	He raises his knife. I remember, a little late, his funereal promise§ that I would regret any sign of friendship towards Ernest.	Done
A01N02_NAR_LIV_02940	02940	LIVINGROOM	NARRATEUR 	A01N02	 Je me jette en avant pour l’arrêter.	I jump forward to stop him.	Done
A01N02_NAR_LIV_02950	02950	LIVINGROOM	NARRATEUR 	A01N02	 Le couteau mord ma chair.	The knife bites my skin.	Done
A01N02_Geo_LIV_02960	02960	LIVINGROOM	Geoffroy 	A01N02	 Votre alliance est abjecte. Je ne la tolèrerai pas.	Your alliance is despicable. I won’t tolerate it.	Done
A01N02_NAR_LIV_02970	02970	LIVINGROOM	NARRATEUR 	A01N02	 Il donne un nouveau coup de couteau. Ernest est bien plus grand que moi, et c’est lui qui se le prend. Il n’arrive à rien faire pour se protéger, pris par surprise, désorienté par les événements. Il tombe à terre.	He uses the knife again. Ernest is taller than me, and he’s hit. He can’t do anything to protect himself, bewildered by the events. He falls to the ground.	Done
A01N02_NAR_BLA_02980	02980	BLACK_SCREEN	NARRATEUR 	A01N02	 Je n’oublierai jamais cette scène. Le sang sur le plancher. Le visage figé et surpris de mon ancien ami Ernest. Le manche du couteau qui dépassait encore de son flanc… Aurais-je pu deviner que Geoffroy avait des tendances meurtrières ? Il n’a même pas fui la scène. Il m’a regardé#e||•e# droit dans les yeux, avant de me dire doucement § « Vous devriez appeler la police, #Mme|M.|Mx# Luong. Et empêcher les autres de voir ce triste spectacle… »	I’ll never forget what I saw: the blood on the floor; the surprised face of my old friend Ernest. The handle of the knife coming out of his side… If I’d listened to Léontine, could I have stopped it? And Geoffroy, could I have guessed that he could be a cold blooded murderer? He didn’t even run away. He looked at me right in the eyes and said, “you should call the police, #Mrs.|Mr.|Mx.# Luong, and close the door so the others do not see this sinister scene…” 	Done
A01N02_NAR_BLA_02990	02990	BLACK_SCREEN	NARRATEUR 	A01N02	 Il est resté là, tranquillement, jusqu’à l’arrivée des policiers, et les a suivis sans faire d’histoires. Je suis allé#e||•e# à son procès. Il a plaidé coupable, a témoigné sans hésitation :  « J’ai toujours servi loyalement mes maîtres. Le manoir a fait partie de leur famille pendant des générations. Jamais je n’aurai pu laisser un étranger manipulateur faire du mal à Mme Castheran que j’ai vu grandir, jamais je n’aurai pu le laisser mettre la main sur un héritage qui ne lui revenait pas de droit. J’ai fait ce que je ne pouvais pas ne pas faire. Je suis prêt à en subir toutes les conséquences. »	He stayed there, calmly, until the police arrived, and was arrested without a word of protestation from him. I went to his trial. He pleaded guilty and testified without hesitation: “I’ve always been loyal to my masters. The Manor has been part of the family for generations. I could never have let a manipulating stranger hurt dear Abigail who grew up under my care. I could never have let him embezzle an heirloom that wasn’t his by right. I did what I couldn’t not do. I am ready to suffer the consequences.”	Done
A01N02_NAR_BLA_03000	03000	BLACK_SCREEN	NARRATEUR 	A01N02	 Je ne me sentais plus d’accomplir ma mission après cet événement tragique. Tellement de regrets…	I couldn’t accomplish my task after this tragic event. I’ve so many regrets…	Done
A01N02_Oph_TOY_03010	03010	TOYROOM	Ophélie 	A01N02	 B-Bonjour !	Hello!	Done
A01N02_Oph_TOY_03011	03010	TOYROOM	Ophélie 	A01N02	 B-Bonjour Kim ! V-vous v-voulez m-me d-dire quelque chose ?	Hello, K-Kim! D-did you want t-to say something?	Done
A01N02_Oph_TOY_03020	03020	TOYROOM	Ophélie 	A01N02	 B-Bonjour Kim ! Avez-vous trouvé une p-preuve de ma f-filiation ?	Hello, K-Kim! D-did you f-find a p-proof of my line of d-descent?	Done
A01N02_Oph_TOY_03021	03020	TOYROOM	Ophélie 	A01N02	J'ai réfléchi à comment prouver votre filiation.	I thought about how to prove your lineage.	Done
A01N02_Oph_TOY_03022	03020	TOYROOM	Ophélie 	A01N02	Non, pardon pour le dérangement.	No, sorry to bother you.	Done
A01N02_Kim_TOY_03030	03030	TOYROOM	Kim 	A01N02	 Je crois avoir une piste	I think so	Done
A01N02_Kim_TOY_03040	03040	TOYROOM	Kim 	A01N02	 Il y a un journal intime dans la chambre de Célestia. Malheureusement, il est sous verre, et je n’ai pas la clef de la vitrine.	There’s a diary in Célestia’s room. Unfortunately, it’s behind glass, and I don’t have the key.	Done
A01N02_Oph_TOY_03050	03050	TOYROOM	Ophélie 	A01N02	 Imp-possible de l’ouvrir…	You can’t open it…	Done
A01N02_Kim_TOY_03060	03060	TOYROOM	Kim 	A01N02	 Pour nous en tout cas, mais <color=#e27941ff>peut-être que quelqu’un dans la maison saurait comment faire</color>.	I can’t, but maybe <color=#e27941ff>someone else in the house knows how. </color>	Done
A01N02_NAR_TOY_03070	03070	TOYROOM	NARRATEUR 	A01N02	 Ophélie hoche la tête. Je vois à quel point elle compte sur moi.	Ophélie nods. I can see she’s counting on me.	Done
A01N02_Kim_TOY_03080	03080	TOYROOM	Kim 	A01N02	 Pas encore.	Not yet	Done
A01N02_Oph_TOY_03090	03090	TOYROOM	Ophélie 	A01N02	 A p-plus tard.	See you later then.	Done
A01N02_Oph_TOY_03100	03100	TOYROOM	Ophélie 	A01N02	 B-Bonjour Kim ! Avez-vous t-trouvé comment accéder au j-journal intime ?	Hello, K-Kim! Did you find a way to get the diary?	Done
A01N02_Kim_TOY_03110	03110	TOYROOM	Kim 	A01N02	 En partie…	Partially…	Done
A01N02_Kim_TOY_03120	03120	TOYROOM	Kim 	A01N02	 La vitrine est ouverte, mais Hippolyte refuse de me laisser le journal si je ne prouve pas être capable de l’ouvrir, d’un coup.	The display case is open, but Hippolyte doesn’t want to give me the diary unless I can open it on my first try.	Done
A01N02_Oph_TOY_03130	03130	TOYROOM	Ophélie 	A01N02	 V-vous savez comment f-faire ?	D-do you know how?	Done
A01N02_Kim_TOY_03140	03140	TOYROOM	Kim 	A01N02	 J’y réfléchis… Il y a plusieurs boutons qui font des sons, avec des symboles étranges dessus.	I’m thinking about it… There are keys with weird symbols making sounds.	Done
A01N02_Oph_TOY_03150	03150	TOYROOM	Ophélie 	A01N02	 P-Peut-être faut-il <color=#e27941ff>t-trouver quelque chose dans le M-Manoir en rapport avec la m-musique…</color>	M-maybe <color=#e27941ff>you should look for s-something linked t-to m-music? </color>	Done
A01N02_Kim_TOY_03160	03160	TOYROOM	Kim 	A01N02	 Oui.	Yes.	Done
A01N02_Kim_TOY_03170	03170	TOYROOM	Kim 	A01N02	 J’ai pu récupérer la clef grâce à Hippolyte !	I got the key thanks to Hippolyte!	Done
A01N02_Oph_TOY_03180	03180	TOYROOM	Ophélie 	A01N02	 F-F-Félicitations ! Alors, que dit le j-journal de ma m-mère ?	C-C-Congrats! So, what does the d-diary s-says?	Done
A01N02_Kim_TOY_03190	03190	TOYROOM	Kim 	A01N02	 Lisons-le donc ensemble. Voyons voir… Je devrai pouvoir reconnaître les noms, et partir de là.	Let’s read it together. Let’s see… We should try to find pages talking about the right names.	Done
A01N02_NAR_TOY_03200	03200	TOYROOM	NARRATEUR 	A01N02	 Il y a l’air d’y avoir plusieurs parties intéressantes… Je peux les lire maintenant, ou les lire plus tard, je garderai le journal avec moi.	There seems to be different parts of interest to me… I can read them now or later, I can keep the diary with me anyway.	Done
A01N02_Cél_TOY_03210	03210	TOYROOM	Célestia 	A01N02	 …Ophélie…	…Ophélie…	Done
A01N02_Cél_TOY_03220	03220	TOYROOM	Célestia 	A01N02	 Comme les doutes et les regrets resurgissent quand la nuit est reine ! Oh ma petite Ophélie ! Comme je regrette de ne pas te voir grandir ! Comme j’aimerai te connaître et t’épauler ! Tu seras toujours ma fille, mais je n’ai jamais vraiment été la mère que tu méritais. Je trouve du confort à savoir que ton père s’occupera bien de toi. Je ne vous mérite pas. Quelque part je ne regrette pas, je sais que ma décision – notre décision – était la meilleure à prendre pour nous tous, mais je regrette tous ces moments qui n’existeront jamais, tous ces souvenirs que nous n’aurons pas ensemble. Pourtant il le faut. Pour que tu puisses avoir une vie normale, et éviter le sort des Castheran. Ton père a eu raison de vouloir t’en protéger.	So many doubts and regrets rain over me when the night is queen! Oh my dear little Ophélie! How I wish I could have seen you grow! How I wish I could know you and help you out! You will always be my daughter, but I’ve never been the mother you deserved. I find comfort in knowing your father takes good care of you. I don’t deserve you. In a way I don’t regret it, I know my decision – our decision – was for the best, but I dwell on those moments that will never be, all those memories we’ll never share. That’s how it is. I want you to have a normal life, and to avoid the fate of the Castheran. Your father was right to wish to protect you	Done
A01N02_NAR_TOY_03230	03230	TOYROOM	NARRATEUR 	A01N02	 Je ne comprends pas tout… Mais une chose est sûre, Ophélie n’a rien inventé en arrivant ici.	I don’t understand everything… But one thing is certain, Ophélie didn’t make up her story.	Done
A01N02_Cél_TOY_03240	03240	TOYROOM	Célestia 	A01N02	 …Abigail…	…Abigail…	Done
A01N02_Cél_TOY_03250	03250	TOYROOM	Célestia 	A01N02	 Je m’inquiète pour l’avenir d’Abigail. Elle termine le lycée, et j’espérais qu’elle choisirait une voie qui la rendrait heureuse. Il y a tant d’universités, d’écoles et de formations en France, elle pourrait faire tellement de choses différentes ! Mais non :  elle refuse tout et insiste qu’elle dépérirait si Augustin et moi la forcions à quitter le Manoir. Elle dit que c’est ici son chez elle, qu’elle ne veut pas suivre d’autre chemin que celui que j’ai tracé de mes pas. J’espère qu’elle ne regrettera pas.	I’m worried about Abigail’s future. She is finishing high school, and I hoped she would choose a path that would lead her to happiness. There are so many universities, schools and formations in France; she could do so many different things! Yet she refuses all and insists that she would wither if Augustin and I forced her to leave the Manor. She says here is her home, and that she wants no other path than the one I took myself. I hope she will not come to regret it.	Done
A01N02_NAR_TOY_03260	03260	TOYROOM	NARRATEUR 	A01N02	 <color=# 9d4184ff>Abigail aime tant que ça cet endroit ?</color>	<color=# 9d4184ff>Does Abigail love this place that much?</color>	Done
A01N02_Oph_TOY_03270	03270	TOYROOM	Ophélie 	A01N02	 Je-je suis tellement heureuse de lire ça.	I’m s-so happy to read this.	Done
A01N02_Kim_TOY_03280	03280	TOYROOM	Kim 	A01N02	 Vous êtes donc bien sa fille. Vous avez autant droit au Manoir que les autres.	So you really are her daughter. You have as much right to the Manor as the others.	Done
A01N02_Oph_TOY_03290	03290	TOYROOM	Ophélie 	A01N02	 Oh, ce qui m-m’importe, c’est surtout de savoir qui est ma m-mère b-biologique. Je ne savais plus qui c-croire. Mais vous vouliez me laisser le M-Manoir, alors que j-je n’y ai j-jamais vécu ?	Oh, what m-matters is m-mostly knowing who my m-m-mother is. I didn’t know who to b-believe anym-more. You wanted to g-give me the M-Manor, when I n-never lived here?	Done
A01N02_NAR_TOY_03300	03300	TOYROOM	NARRATEUR 	A01N02	 Je ferai mieux de donner une réponse vague pour le moment… Je n’en sais pas assez sur la volonté des Castheran.	I’d rather give a vague answer for now… I feel like I don’t know enough about Célestia’s will yet.	Done
A01N02_Kim_TOY_03310	03310	TOYROOM	Kim 	A01N02	 Je ne sais pas encore.	I don’t know yet.	Done
A01N02_Oph_TOY_03320	03320	TOYROOM	Ophélie 	A01N02	 J-je vais p-profiter du temps que j-j’ai encore ici. M-Merci pour votre aide.	I’m going t-to m-make the m-most of the time I can stay here. Thank you for helping m-me.	Done
A01N02_Kim_TOY_03330	03330	TOYROOM	Kim 	A01N02	 Je ferai tout pour pouvoir justifier que vous le récupériez, oui.	I’ll do everything I can so you may get it.	Done
A01N02_Oph_TOY_03340	03340	TOYROOM	Ophélie 	A01N02	 Oh.	Oh.	Done
A01N02_Oph_TOY_03350	03350	TOYROOM	Ophélie 	A01N02	 J-j-je…	I…	Done
A01N02_Oph_TOY_03360	03360	TOYROOM	Ophélie	A01N02	 Merci.	Thank you, K-Kim.	Done
A01N02_Kim_TOY_03370	03370	TOYROOM	Kim 	A01N02	 Non.	No.	Done
A01N02_Kim_TOY_03380	03380	TOYROOM	Kim 	A01N02	 Je suis désolé#e||•e#, Ophélie, mais je n’ai pas pu récupérer le journal intime. Je vais continuer à chercher, mais j’ai déjà fouillé, je ne vois pas où je pourrais trouver une preuve que vous êtes la fille légitime de Célestia Castheran.	I’m sorry, Ophélie, but I couldn’t open the diary. I’ll keep looking, but I’ve searched everywhere, I don’t see where I could find proof that you are Célestia Castheran’s daughter.	Done
A01N02_Oph_TOY_03390	03390	TOYROOM	Ophélie 	A01N02	 Oh… J-je comprends… Excusez-moi, j-je vais, euh, b-boire un v-verre d’eau.	Oh… I understand. Excuse-me, I, um, g-going t-to d-drink a g-glass of water.	Done
A01N02_Kim_TOY_03400	03400	TOYROOM	Kim 	A01N02	 La retenir	Stop her	Done
A01N02_Kim_TOY_03410	03410	TOYROOM	Kim 	A01N02	 Attendez !	Wait!	Done
A01N02_NAR_TOY_03420	03420	TOYROOM	NARRATEUR 	A01N02	 Elle semble surprise.	She is surprised.	Done
A01N02_Oph_TOY_03430	03430	TOYROOM	Ophélie 	A01N02	 Oui ?	Yes?	Done
A01N02_Kim_TOY_03440	03440	TOYROOM	Kim 	A01N02	 Est-ce que ça va ? J’imagine que ça ne doit pas être facile à entendre.	Are you okay? I guess this isn’t easy to hear.	Done
A01N02_NAR_TOY_03450	03450	TOYROOM	NARRATEUR 	A01N02	 Elle rit nerveusement.	She laughs nervously.	Done
A01N02_Oph_TOY_03460	03460	TOYROOM	Ophélie 	A01N02	 P-pas facile…	N-not easy…	Done
A01N02_Oph_TOY_03470	03470	TOYROOM	Ophélie 	A01N02	 …	…	Done
A01N02_Oph_TOY_03480	03480	TOYROOM	Ophélie 	A01N02	 J-j’ai fait des heures de t-trajet en train pour apprendre qui était ma m-mère. Pour avoir la réponse à des questions que j-je me p-pose depuis des années.	I’ve driven hours to learn who’s my m-mother. I wanted the answer to qu-questions I’ve asked f-for years.	Done
A01N02_Kim_TOY_03490	03490	TOYROOM	Kim 	A01N02	 Je sais.	I know.	Done
A01N02_NAR_TOY_03500	03500	TOYROOM	NARRATEUR 	A01N02	 Elle n’a pas l’air d’apprécier que je la coupe. Elle inspire, reprend.	She doesn’t seem to appreciate the interruption. She breathes in and starts again.	Done
A01N02_Oph_TOY_03510	03510	TOYROOM	Ophélie 	A01N02	 Quand j-je pense enfin avoir trouvé… c’est j-juste un faux espoir. Je n’ai t-toujours aucune certitude. Est-ce que vous s-savez à quel point c’est d-dur, de ne p-pas savoir qui on est ? De ne p-pas savoir p-pourquoi sa m-mère est p-partie ? Est-ce que v-vous savez, à quel p-point, c’est d-dur…	When I f-finally think I f-found it… It’s just a f-false hope. I still d-don’t know anything. D-do you know how hard it is, not know who we are? N-not knowing why your m-mother left? D-do you know, how hard, it it is…	Done
A01N02_Oph_TOY_03520	03520	TOYROOM	Ophélie 	A01N02	 …	…	Done
